Nama Wisata,Deskripsi,Lokasi / Tempat,Fasilitas Yang Tersedia,Aksesibilitas,Jenis Wisata,Kategori,Child Friendly,Alamat,Link Alamat,Harga,Rentang Harga,Rating,latitude,longitude
Sumber Umbulan,"Sumber Umbulan terletak di Desa Umbulan, Kecamatan Poncokusumo, Malang, Jawa Timur. Sumber air ini terkenal dengan kejernihan dan kesegaran airnya yang alami. Dikelilingi oleh pepohonan dan vegetasi hijau, Sumber Umbulan menciptakan suasana yang tenang dan sejuk. Tempat ini cocok untuk berenang dan bersantai sambil menikmati keindahan alam. Fasilitas yang tersedia meliputi area parkir dan warung makan.","Desa Pamotan, Dampit","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"Jl. Langlang No.3 RT.11, Langlang II, Langlang, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153","https://www.google.com/maps/place/Sumber+Umbulan/@-7.8953581,112.4889288,11z/data=!4m10!1m2!2m1!1ssumber+umbulan!3m6!1s0x2dd62b8f0806f319:0x14ef6a3b6f6e0d3!8m2!3d-7.8953581!4d112.6290045!15sCg5zdW1iZXIgdW1idWxhbloQIg5zdW1iZXIgdW1idWxhbpIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSS05WOXFXRTFSRUFF4AEA!16s%2Fg%2F11jwgwtj5_?hl=id&entry=ttu",20000,3,4.5,-7.8953581,112.4889288
Sumber Sira,"Sumber Sira berlokasi di Desa Putukrejo, Kecamatan Gondanglegi, Malang, Jawa Timur. Sumber air ini dikenal dengan kejernihan airnya yang luar biasa dan dasar kolam yang ditumbuhi tanaman air yang indah. Dikelilingi oleh pemandangan alam yang asri, Sumber Sira memberikan suasana yang sejuk dan menyegarkan. Tempat ini cocok untuk berenang, snorkeling, dan menikmati keindahan alam bawah air. Fasilitas di Sumber Sira termasuk area parkir dan warung makan.","Desa Putukrejo, Gondanglegi","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"Jl. Sunan Gunungjati, RT.05/RW.02, Putuk Utara, Putukrejo, Kec. Gondanglegi, Kabupaten Malang, Jawa Timur 65174",https://maps.app.goo.gl/dN8QQv3YNYxr1Upt8,10000,2,4.4,-8.122817,112.6182879
Sumber Nyolo,"Sumber Nyolo terletak di Desa Ngijo, Kecamatan Karangploso, Malang, Jawa Timur. Sumber air alami ini menawarkan pemandangan yang indah dengan air yang jernih dan segar. Dikelilingi oleh pepohonan dan vegetasi hijau, Sumber Nyolo menciptakan suasana yang tenang dan menenangkan. Tempat ini cocok untuk berenang dan bersantai. Fasilitas yang tersedia meliputi area parkir dan warung makan.","Desa Ngenep, Karangploso","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 &4",Sumber,"Family, Solo",Yes,"4JCC+7M5 wisata nyolo, Langlang I, Glugur Kota, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65111",https://maps.app.goo.gl/F98RsPqrw9AJaRy96,10000,2,4.3,-7.8793563,112.6217368
Sungai Rafting Kasembon,"Sungai Rafting Kasembon berlokasi di Desa Bayem, Kecamatan Kasembon, Malang, Jawa Timur. Sungai ini terkenal sebagai tempat arung jeram dengan aliran air yang deras dan menantang. Dikelilingi oleh pemandangan alam yang indah, Sungai Rafting Kasembon menawarkan pengalaman petualangan yang seru dan mendebarkan. Fasilitas di lokasi ini meliputi area parkir, tempat penyewaan peralatan rafting, dan warung makan.","Desa Bayem, Kasembon","Tempat parkir, warung makan, toilet, musholla, penyewaan alat rafting","aspal, kendaraan roda 2",Sungai,"Family, Solo",Yes,"58W6+6WW, Desa, RT.05/RW.12, Bayem, Kec. Kasembon, Kabupaten Malang, Jawa Timur 65393",https://www.google.com/search?q=Rafting+Kasembon&sca_esv=f1470b44e75781e4&sca_upv=1&rlz=1C1UEAD_enID951ID951&ei=bCJXZqC5HaLA4-EP8-uz0As&ved=0ahUKEwign4-I8bKGAxUi4DgGHfP1DLoQ4dUDCBA&uact=5&oq=Rafting+Kasembon&gs_lp=Egxnd3Mtd2l6LXNlcnAiEFJhZnRpbmcgS2FzZW1ib24yBRAAGIAEMggQABgHGB4YDzIGEAAYBxgeMgYQABgHGB4yBhAAGAcYHjIGEAAYBxgeMgYQABgHGB4yBBAAGB4yBBAAGB4yBBAAGB5I9wdQhgNYxQRwAXgBkAEAmAFkoAG-AaoBAzEuMbgBA8gBAPgBAZgCA6AC0QHCAgoQABiwAxjWBBhHwgIHEAAYgAQYDcICBhAAGA0YHsICCBAAGA0YHhgPwgIKEAAYBRgNGB4YD8ICCBAAGAUYDRgemAMAiAYBkAYEkgcDMi4xoAfADQ&sclient=gws-wiz-serp&lqi=ChBSYWZ0aW5nIEthc2VtYm9uSOCEw5a8gYCACFocEAAYABgBIhByYWZ0aW5nIGthc2VtYm9uMgJpZJIBB3JhZnRpbmeqAUYQASoLIgdyYWZ0aW5nKCYyHxABIhtabysi0HPhrjUb2ZS5s4PRxr-v7ZwIoKLd7RUyFBACIhByYWZ0aW5nIGthc2VtYm9u#rlimm=12118140195999641780,120000,7,4.2,-7.9489949,111.9922306
Sumber Air Krabyakan,"Sumber Air Krabyakan terletak di Desa Sumber Ngepoh, Kecamatan Lawang, Malang, Jawa Timur. Sumber air ini terkenal dengan kejernihan airnya yang luar biasa dan suasana alam yang asri. Dikelilingi oleh pepohonan dan vegetasi hijau, Sumber Air Krabyakan memberikan suasana yang sejuk dan menenangkan. Tempat ini cocok untuk berenang dan bersantai. Fasilitas yang tersedia meliputi area parkir dan warung makan.","Desa Sumberngepoh, Lawang","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"5P4C+V5J, Krajan, SumbernNgepoh, Kec. Lawang, Kabupaten Malang, Jawa Timur 65216",https://www.google.com/search?q=Air+Krabyakan&sca_esv=f1470b44e75781e4&sca_upv=1&rlz=1C1UEAD_enID951ID951&ei=cSJXZpHSE7G74-EP_oSqyAY&ved=0ahUKEwjRzraK8bKGAxWx3TgGHX6CCmkQ4dUDCBA&uact=5&oq=Air+Krabyakan&gs_lp=Egxnd3Mtd2l6LXNlcnAiDUFpciBLcmFieWFrYW4yBhAAGAcYHjIGEAAYBxgeMgYQABgHGB4yBhAAGAcYHjIGEAAYBxgeMgYQABgIGB4yBhAAGAcYHjIIEAAYBxgeGA8yBhAAGAcYHjICECZIii9QxwVYpS1wAXgBkAEAmAFyoAHZAaoBAzAuMrgBA8gBAPgBAfgBApgCA6AC9AGoAgrCAhQQABiABBjjBBi0AhjpBBjqAtgBAcICFhAuGAMYtAIY5QIY6gIYjAMYjwHYAQLCAhYQABgDGLQCGOUCGOoCGIwDGI8B2AECwgIGEAAYFhgewgIIEAAYgAQYogSYAw-6BgQIARgHugYECAIYCpIHAzEuMqAHqwo&sclient=gws-wiz-serp,75000,6,4.3,-7.8427903,112.7204015
Waduk Embung Kapurono,"Waduk Embung Kapurono berlokasi di Desa Sidodadi, Kecamatan Lawang, Malang, Jawa Timur. Waduk ini menawarkan pemandangan yang indah dengan air yang tenang dan dikelilingi oleh perbukitan hijau. Tempat ini cocok untuk aktivitas memancing, berperahu, dan piknik bersama keluarga. Fasilitas di Waduk Embung Kapurono termasuk area parkir dan warung makan.","Desa Babadan, Lawang","Tempat parkir, warung makan, toilet, musholla,","aspal, kendaraan roda 2 & 4",Waduk,"Friends, Solo",No,"XGCP+47Q, Embung Babadan, Area Sawah/Kebun, Babadan, Kec. Ngajum, Kabupaten Malang, Jawa Timur 65164","https://www.google.com/maps/place/Taman+Edukasi+EMBUNG+PANDANMULYO/@-8.0700847,112.6928093,17z/data=!4m6!3m5!1s0x2dd6279c2a859269:0x186f764ff28a3a63!8m2!3d-8.0700847!4d112.6953842!16s%2Fg%2F11k7b58kds?entry=ttu",100000,7,4,-8.0700847,112.6928093
Sumber Waras,"Sumber Waras terletak di Desa Petungsewu, Kecamatan Dau, Malang, Jawa Timur. Sumber air ini dikenal dengan kejernihan airnya yang alami dan suasana alam yang sejuk. Dikelilingi oleh pepohonan dan vegetasi hijau, Sumber Waras memberikan suasana yang tenang dan menenangkan. Tempat ini cocok untuk berenang dan bersantai. Fasilitas yang tersedia meliputi area parkir dan warung makan.","Desa Babadan, Lawang","Tempat parkir, warung makan, toilet, musholla,","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"5P43+P59, Jl. Sumber Waras 2, Lawang, Kalirejo, Kec. Lawang, Kabupaten Malang, Jawa Timur 65216","https://www.google.com/maps/place/Pemandian+Sumber+Waras/@-8.1744427,114.3011362,15z/data=!4m15!1m7!3m6!1s0x2dd14f68c1870ead:0xb5ca091b2f243c7!2sPemandian+Sumber+Waras!8m2!3d-8.1777956!4d114.3018678!16s%2Fg%2F11f5_j0r9t!3m6!1s0x2dd14f68c1870ead:0xb5ca091b2f243c7!8m2!3d-8.1777956!4d114.3018678!15sChZwZW1hbmRpYW4gc3VtYmVyIHdhcmFzkgESdG91cmlzdF9hdHRyYWN0aW9u4AEA!16s%2Fg%2F11f5_j0r9t?entry=ttu",10000,2,5,-8.1744427,114.3011362
Mata Air “Sumber Jodo”,"Mata Air Sumber Jodo berlokasi di Desa Jatiguwi, Kecamatan Sumberpucung, Malang, Jawa Timur. Sumber air ini terkenal dengan kejernihan airnya yang luar biasa dan suasana alam yang asri. Dikelilingi oleh pepohonan dan vegetasi hijau, Sumber Jodo memberikan suasana yang sejuk dan menenangkan. Tempat ini cocok untuk berenang dan bersantai. Fasilitas yang tersedia meliputi area parkir dan warung makan.","Desa Balesari, Ngajum","Tempat parkir, warung makan, toilet, musholla,","makadam, kendaraan roda 2 dan 4",Sumber,"Family, Solo",Yes,"XFGX+8MF, Jl. Sumber Jodoh, Gendogo, Balesari, Kec. Ngajum, Kabupaten Malang, Jawa Timur 65164",https://www.google.com/search?q=sumber+jodo+desa+balesari+malang&sca_esv=f1470b44e75781e4&sca_upv=1&rlz=1C1UEAD_enID951ID951&ei=kyNXZrTvFdjaseMPzfal6Ak&oq=sumber+jodo+desa+balesari+&gs_lp=Egxnd3Mtd2l6LXNlcnAiGnN1bWJlciBqb2RvIGRlc2EgYmFsZXNhcmkgKgIIADIFECEYoAEyBRAhGKABMgUQIRigATIFECEYoAEyBRAhGKABSMQdUKsDWLwTcAF4AJABAZgBkgWgAbsXqgELNC42LjAuMi4wLjK4AQPIAQD4AQGYAg6gAtkSwgIJEAAYsAMYBxgewgIREC4YgAQYsAMYxwEYjgUYrwHCAgcQABiwAxgewgIJEAAYsAMYHhgPwgILEAAYgAQYsAMYogTCAggQABgWGB4YD8ICBhAAGBYYHsICCBAAGIAEGKIEwgIQEC4YgAQYxwEYDRiOBRivAcICBhAAGA0YHsICBxAhGKABGAqYAwCIBgGQBgeSBwk0LjcuMC4yLjGgB_Es&sclient=gws-wiz-serp,0,0,3.3,-8.0241991,112.499178
Waduk Selorejo,"Waduk Selorejo terletak di Desa Selorejo, Kecamatan Ngantang, Malang, Jawa Timur. Waduk ini menawarkan pemandangan yang indah dengan air yang tenang dan dikelilingi oleh perbukitan hijau serta pepohonan. Tempat ini cocok untuk berbagai aktivitas seperti memancing, berperahu, dan piknik bersama keluarga. Fasilitas di Waduk Selorejo termasuk area parkir, tempat penyewaan perahu, dan warung makan.","Desa Mulyorejo, Ngantang","Tempat parkir, warung makan, toilet, musholla, Hotel, Taman, Rekreasi, Pemancingan Ikan","aspal, kendaraan roda 2 dan roda 4, bus",Waduk,"Friends, Solo",No,"Sambirejo, Pandansari, Ngantang, Kabupaten Malang, East Java","https://www.google.com/maps/place/Waduk+Selorejo/@-7.8652563,112.3508113,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7889c32f127eaf:0x7b9c3949e9cc22dc!8m2!3d-7.8652778!4d112.3611111!16s%2Fg%2F11b_2vxzq3?entry=ttu",10000,2,4.3,-7.8652563,112.3508113
Pemandian Sumber Taman,"Pemandian Sumber Taman terletak di Desa Karangsuko, Kecamatan Pagelaran, Malang, Jawa Timur. Pemandian ini terkenal dengan airnya yang jernih dan segar, bersumber langsung dari mata air alami. Dikelilingi oleh pepohonan rindang dan vegetasi hijau, Sumber Taman menawarkan suasana yang sejuk dan menenangkan. Tempat ini cocok untuk berenang dan bersantai bersama keluarga. Fasilitas yang tersedia meliputi area parkir, kamar ganti, dan warung makan.","Desa Karangsuko, Pagelaran","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"RHGX+5W4, Jl. Sumber Taman, Sidomakmur, Brongkal, Kec. Pagelaran, Kabupaten Malang, Jawa Timur 65174","https://www.google.com/maps/place/Sumber+Taman/@-8.1745971,112.5972542,17z/data=!3m1!4b1!4m6!3m5!1s0x2e78a0190f14f159:0xda5548ae87522b27!8m2!3d-8.1746024!4d112.5998291!16s%2Fg%2F11dx928jqc?entry=ttu",10000,2,4.4,-8.1745971,112.5972542
Pemandian Sumber Maron,"Pemandian Sumber Maron berlokasi di Desa Karangsuko, Kecamatan Pagelaran, Malang, Jawa Timur. Pemandian ini menawarkan pengalaman berenang di air yang jernih dan segar, dengan pemandangan alam yang asri di sekitarnya. Selain berenang, pengunjung juga bisa menikmati arus sungai dengan tubing yang seru. Dikelilingi oleh pepohonan dan vegetasi hijau, tempat ini cocok untuk rekreasi keluarga. Fasilitas yang tersedia meliputi area parkir, kamar ganti, dan warung makan.","Desa Karangsuko, Pagelaran","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"Dusun Adi Luwih, Karangsuko, Pagelaran, Kabupaten Malang, East Java 65174","https://www.google.com/maps/place/Sumber+Maron/@-8.1656096,112.5899734,18z/data=!4m10!1m2!2m1!1sSumber+maron+!3m6!1s0x2e78a01d0eed37eb:0x2c24e254ff1390d8!8m2!3d-8.1656096!4d112.5920333!15sCgxTdW1iZXIgbWFyb25aDiIMc3VtYmVyIG1hcm9ukgESdG91cmlzdF9hdHRyYWN0aW9u4AEA!16s%2Fg%2F11b700wmcd?entry=ttu",10000,2,4.4,-8.1656096,112.5899734
Taman Wisata Air Wendit,"Taman Wisata Air Wendit terletak di Desa Mangliawan, Kecamatan Pakis, Malang, Jawa Timur. Tempat ini merupakan taman wisata air yang menawarkan berbagai kolam renang dengan air yang jernih dan segar, serta berbagai wahana air yang menarik. Dikelilingi oleh pepohonan dan taman yang hijau, Wendit memberikan suasana yang sejuk dan menyenangkan. Selain berenang, pengunjung juga bisa menikmati pemandangan alam dan bermain di area taman. Fasilitas yang tersedia meliputi area parkir, kamar ganti, restoran, dan warung makan.","Desa Mangliawan, Pakis","Tempat parkir, warung makan, toilet, musholla, kolam renang","aspal, kendaraan roda 2 & 4",Taman,"Friends, Solo",No,"Jl. Raya Wendit Tim., Lowoksoro, Mangliawan, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154","https://www.google.com/maps/place/Wendit+Recreational+Park/@-7.9512856,112.6687121,16z/data=!4m10!1m2!2m1!1swendit!3m6!1s0x2dd629043af82959:0xec485eada38f1cd6!8m2!3d-7.9524529!4d112.6749379!15sCgZ3ZW5kaXRaCCIGd2VuZGl0kgESdG91cmlzdF9hdHRyYWN0aW9u4AEA!16s%2Fg%2F1q66hwcyw?entry=ttu",60000,6,4.1,-7.9512856,112.6687121
Sumber Rafting Ndayung,"Sumber Rafting Ndayung berlokasi di Desa Gubugklakah, Kecamatan Poncokusumo, Malang, Jawa Timur. Tempat ini terkenal sebagai lokasi arung jeram dengan aliran sungai yang deras dan menantang, cocok untuk para penggemar olahraga ekstrem. Dikelilingi oleh pemandangan alam yang indah, Sumber Rafting Ndayung menawarkan pengalaman petualangan yang seru dan mendebarkan. Fasilitas di lokasi ini meliputi area parkir, tempat penyewaan peralatan rafting, dan warung makan.","Desa Gubugklakah, Poncokusumo","Tempat parkir, warung makan, toilet, musholla, penyewaan alat rafting, pemandu rafting","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"Jl. Raya Gubugklakah, Gubukklakah, Gubugklakah, Kec. Poncokusumo, Kabupaten Malang, Jawa Timur 65157",https://www.google.com/search?q=rafting+ndayung+gubuglakah+poncokusumo+&sca_esv=f1470b44e75781e4&sca_upv=1&rlz=1C1UEAD_enID951ID951&ei=ZSVXZqKmBvOx4-EPp6CXoAw&ved=0ahUKEwji7Ofy87KGAxXz2DgGHSfQBcQQ4dUDCBA&uact=5&oq=rafting+ndayung+gubuglakah+poncokusumo+&gs_lp=Egxnd3Mtd2l6LXNlcnAiJ3JhZnRpbmcgbmRheXVuZyBndWJ1Z2xha2FoIHBvbmNva3VzdW1vIDIHECEYoAEYCkjdLVD_AlifLXACeACQAQCYAaEBoAGpFaoBBDUuMTm4AQPIAQD4AQGYAhqgAvwVwgIJEAAYsAMYCBgewgILEAAYsAMYCBgeGA_CAgsQABiABBiwAxiiBMICBhAAGBYYHsICCBAAGBYYHhgPwgIIEAAYgAQYogTCAgUQIRigAcICBBAhGBWYAwCIBgGQBgeSBwQ1LjIxoAfCZQ&sclient=gws-wiz-serp&lqi=CidyYWZ0aW5nIG5kYXl1bmcgZ3VidWdrbGFrYWggcG9uY29rdXN1bW9I_t2K9_6BgIAIWjUQABgAGAIYAyIncmFmdGluZyBuZGF5dW5nIGd1YnVna2xha2FoIHBvbmNva3VzdW1vMgJpZJIBB3JhZnRpbmeaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnhjM1psVVhwUlJSQUKqAV0QASoLIgdyYWZ0aW5nKCYyHxABIhsELEsLpQLGQnxBvAt840d8PWD4sSCGdHTfCDoyKxACIidyYWZ0aW5nIG5kYXl1bmcgZ3VidWdrbGFrYWggcG9uY29rdXN1bW8#rlimm=10349861093891935059,100000,7,4.5,-8.0140726,112.8507854
Sungai Ledok Amprong,"Sungai Ledok Amprong terletak di Desa Gubugklakah, Kecamatan Poncokusumo, Malang, Jawa Timur. Sungai ini menawarkan keindahan alam dengan aliran air yang jernih dan segar, serta dikelilingi oleh pepohonan dan vegetasi hijau. Tempat ini cocok untuk aktivitas tubing, arung jeram, dan berenang. Suasana yang sejuk dan alami membuat Sungai Ledok Amprong menjadi tempat yang ideal untuk rekreasi dan bersantai. Fasilitas yang tersedia meliputi area parkir dan warung makan.","Desa Wringinanom, Poncokusumo","Tempat parkir, warung makan, toilet, musholla,","aspal, kendaraan roda 2 & 4",Sungai,"Family, Solo",Yes,"Jalan coban pelangi, Gubukklakah, Gubugklakah, Kec. Poncokusumo, Kabupaten Malang, Jawa Timur 65157","https://www.google.com/maps/place/Ndayungadventure/@-8.0140726,112.8507854,17z/data=!4m10!1m2!2m1!1srafting+ndayung+gubugklakah+poncokusumo!3m6!1s0x2dd63af41bc0091f:0x8fa217d438108b53!8m2!3d-8.0140726!4d112.8533603!15sCidyYWZ0aW5nIG5kYXl1bmcgZ3VidWdrbGFrYWggcG9uY29rdXN1bW9aKSIncmFmdGluZyBuZGF5dW5nIGd1YnVna2xha2FoIHBvbmNva3VzdW1vkgEHcmFmdGluZ5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWJVdEVaR05CRUFF4AEA!16s%2Fg%2F11_rg5crz?entry=ttu",10000,2,4.9,-8.032122,112.8273153
Waduk Madiredo,"Waduk Madiredo berlokasi di Desa Madiredo, Kecamatan Pujon, Malang, Jawa Timur. Waduk ini menawarkan pemandangan yang indah dengan air yang tenang dan dikelilingi oleh perbukitan hijau serta pepohonan. Tempat ini cocok untuk aktivitas memancing, berperahu, dan piknik bersama keluarga. Fasilitas di Waduk Madiredo termasuk area parkir dan warung makan.","Desa Madiredo, Pujon","Tempat parkir, warung makan, toilet, musholla, area memancing","aspal, kendaraan roda 2 & 4",Waduk,Family,No,"5FF4+GM4, meduran, Lebo, Madiredo, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391","https://www.google.com/maps/place/Agrowisata+Telaga+Madiredo/@-8.0480227,112.2162275,10z/data=!4m10!1m2!2m1!1swaduk+madiredo+!3m6!1s0x2e787d1403b88e53:0x25d4f93ce68092e8!8m2!3d-7.8248886!4d112.4598255!15sCg53YWR1ayBtYWRpcmVkb1oQIg53YWR1ayBtYWRpcmVkb5IBEnRvdXJpc3RfYXR0cmFjdGlvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOYWEyOWZPSE5SUlJBQuABAA!16s%2Fg%2F11hctj91kv?entry=ttu",10000,2,4.5,-8.0480227,112.2162275
Sungai Pujon Rafting,"Sungai Pujon Rafting terletak di Kecamatan Pujon, Malang, Jawa Timur. Sungai ini terkenal sebagai tempat arung jeram dengan aliran air yang deras dan menantang, menawarkan pengalaman petualangan yang seru bagi pengunjung. Dikelilingi oleh pemandangan alam yang indah, Sungai Pujon Rafting memberikan suasana yang menyegarkan dan mendebarkan. Fasilitas di lokasi ini meliputi area parkir, tempat penyewaan peralatan rafting, dan warung makan.","Desa Lebaksari, Pujon","Tempat parkir, warung makan, toilet, musholla, penyewaan alat rafting, pemandu rafting","aspal, kendaraan roda 2 & 4, bus",Sungai,"Family, Solo",Yes,"Jl. Brigjend Abd Manan Wijaya No.577, Lebaksari, Ngabab, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391","https://www.google.com/maps/place/Pujon+Adventure+%26+Rafting/@-7.8410007,112.3838994,13z/data=!4m10!1m2!2m1!1sSungai+Pujon+Rafting!3m6!1s0x2e787d0cb0ac2501:0x80d43d6839b21659!8m2!3d-7.8410007!4d112.4498174!15sChRTdW5nYWkgUHVqb24gUmFmdGluZ1oWIhRzdW5nYWkgcHVqb24gcmFmdGluZ5IBE3JhZnRfdHJpcF9vdXRmaXR0ZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkNPSEpMVDBGM0VBReABAA!16s%2Fg%2F11lgnpvr84?entry=ttu",100000,7,4.4,-7.8410007,112.3838994
Bendungan Lahor,"Bendungan Lahor berlokasi di Desa Pait, Kecamatan Kasembon, Malang, Jawa Timur. Bendungan ini menawarkan pemandangan yang indah dengan air yang tenang dan dikelilingi oleh perbukitan hijau serta pepohonan. Tempat ini cocok untuk aktivitas memancing, berperahu, dan piknik bersama keluarga. Fasilitas di Bendungan Lahor termasuk area parkir dan warung makan.","Desa Karangkates, Sumberpucung","Tempat parkir, warung makan, toilet, musholla, area memancing, Hotel, Taman, Rekreasi.","aspal, kendaraan roda 2 dan roda 4, bus",Bendungan,"Friends, Solo",No,"Jl. Bend. Lahor No.27, Ngreco, Karangkates, Kec. Sumberpucung, Kabupaten Blitar, Jawa Timur 65165","https://www.google.com/maps/place/Lahor+Dam/@-8.1450334,112.4484506,17z/data=!3m1!4b1!4m6!3m5!1s0x2e78994577088163:0x714950f7795afd21!8m2!3d-8.1450387!4d112.4510255!16s%2Fg%2F11tjgr_hyq?entry=ttu",10000,2,4.5,-8.1450334,112.4484506
Bendungan Karangkates/Sutami,"Bendungan Karangkates, juga dikenal sebagai Bendungan Sutami, terletak di Desa Karangkates, Kecamatan Sumberpucung, Malang, Jawa Timur. Bendungan ini merupakan salah satu bendungan terbesar di Jawa Timur dan menawarkan pemandangan yang menakjubkan dengan air yang tenang dan luas. Tempat ini cocok untuk aktivitas memancing, berperahu, dan menikmati pemandangan alam. Fasilitas di Bendungan Karangkates meliputi area parkir, tempat penyewaan perahu, dan warung makan.","Desa Karangkates, Sumberpucung","Tempat parkir, warung makan, toilet, musholla, area memancing, Hotel, Taman, Rekreasi.","aspal, kendaraan roda 2 dan roda 4, bus",Bendungan,"Friends, Solo",No,"RCVX+794, Waduk, Karangkates, Kec. Sumberpucung, Kabupaten Malang, Jawa Timur 65165","https://www.google.com/maps/place/SUTAMI+DAM+-+KARANGKATES/@-8.156854,112.4458854,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7899a9d76b816d:0x174ccf3ed5796b61!8m2!3d-8.1568593!4d112.4484603!16s%2Fg%2F11fq_3zcq9?entry=ttu",10000,2,4.5,-8.1568593,112.4484603
Sumber Jenon,"Sumber Jenon terletak di Desa Gunung Ronggo, Kecamatan Tajinan, Malang, Jawa Timur. Sumber air ini terkenal dengan airnya yang jernih dan segar serta dikelilingi oleh pemandangan alam yang asri. Dikelilingi oleh pepohonan dan vegetasi hijau, Sumber Jenon memberikan suasana yang sejuk dan menenangkan. Tempat ini cocok untuk berenang dan bersantai. Fasilitas yang tersedia meliputi area parkir dan warung makan.","Desa Gunungronggo, Tajinan","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 &4",Sumber,"Family, Solo",Yes,"Area Sawah, Gunungronggo, Tajinan, Kabupaten Malang, East Java 65172","https://www.google.com/maps/place/Wisata+Alam+Sumber+Jenon/@-8.0496646,112.7138908,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd62831f7a2d477:0xec7cd4e78c57fa6f!8m2!3d-8.0496699!4d112.7164657!16s%2Fg%2F11bvt0ff9m?entry=ttu",10000,2,4.3,-8.0496699,112.7164657
Coban Tanaka,"Coban Tanaka berlokasi di Desa Sumber Brantas, Kecamatan Bumiaji, Kota Batu, Malang, Jawa Timur. Air terjun ini menawarkan pemandangan yang indah dengan aliran air yang deras dan segar serta dikelilingi oleh hutan yang hijau. Coban Tanaka memberikan suasana yang tenang dan menyegarkan, cocok untuk trekking dan fotografi alam. Fasilitas di Coban Tanaka termasuk area parkir dan warung makan.","Desa Bangelan, Wonosari","Tempat parkir, warung makan, toilet, musholla, area piknik, pemandian air terjun","aspal, cor, kendaraan roda 2 dan 4",Air Terjun,Solo,No,"WF7X+X6X, Unnamed Road, Arjomulyo, Bangelan, Kec. Wonosari, Kabupaten Malang, Jawa Timur 65164","https://www.google.com/maps/place/Wisata+Umbulan+Tanaka/@-8.0849644,112.495504,17z/data=!4m10!1m2!2m1!1sCoban+Tanaka+!3m6!1s0x2e789ba32f4ae5b3:0x370859eb1bd21d56!8m2!3d-8.0850019!4d112.4980953!15sCgxDb2JhbiBUYW5ha2GSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11lwdhxz13?entry=ttu",10000,2,4.5,-8.0849644,112.4955040
Kebun Bundu,"Kebun Bundu terletak di Desa Sidomulyo, Kecamatan Batu, Kota Batu, Malang, Jawa Timur. Kebun ini menawarkan pemandangan yang indah dengan berbagai tanaman hias dan bunga-bunga yang ditanam dengan rapi. Tempat ini cocok untuk rekreasi keluarga, berfoto, dan menikmati keindahan alam. Fasilitas di Kebun Bundu termasuk area parkir, taman bermain, dan warung makan.","Desa Purwoharjo, Ampelgading","Tempat parkir, warung makan, toilet, musholla, area bermain anak, flying fox","Jalan Makadam & Cor, Roda 2",kebun,"Friends, Solo",No,"PWM3+2MJ, Area Sawah/Kebun, Purwoharjo, Kec. Ampelgading, Kabupaten Malang, Jawa Timur 65183","https://www.google.com/maps/place/Puncak+Bundu/@-8.2654713,112.9001496,17z/data=!4m10!1m2!2m1!1sKebun+Bundu!3m6!1s0x2dd611c3e618a0db:0x732417f905b4c3e9!8m2!3d-8.2674181!4d112.9041506!15sCgtLZWJ1biBCdW5kdZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11jp0_5yws?entry=ttu",10000,2,4.4,-8.2654713,112.9001496
